id,name_en,name_ja,base_stat_total,hp,attack,defense,special-attack,special-defense,speed,types,sprite_url,generation,evolution_stage,is_legendary,is_mythical
988,slither-wing,チヲハウハネ,570,85,135,79,85,105,81,"bug,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/988.png,generation-ix,0,False,False
989,sandy-shocks,スナノケガワ,570,85,81,97,121,85,101,"electric,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/989.png,generation-ix,0,False,False
990,iron-treads,テツノワダチ,570,90,112,120,72,70,106,"ground,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/990.png,generation-ix,0,False,False
991,iron-bundle,テツノツツミ,570,56,80,114,124,60,136,"ice,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/991.png,generation-ix,0,False,False
992,iron-hands,テツノカイナ,570,154,140,108,50,68,50,"fighting,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/992.png,generation-ix,0,False,False
993,iron-jugulis,テツノコウベ,570,94,80,86,122,80,108,"dark,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/993.png,generation-ix,0,False,False
994,iron-moth,テツノドクガ,570,80,70,60,140,110,110,"fire,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/994.png,generation-ix,0,False,False
995,iron-thorns,テツノイバラ,570,100,134,110,70,84,72,"rock,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/995.png,generation-ix,0,False,False
996,frigibax,セビエ,320,65,75,45,35,45,55,"dragon,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/996.png,generation-ix,0,False,False
997,arctibax,セゴール,423,90,95,66,45,65,62,"dragon,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/997.png,generation-ix,1,False,False
998,baxcalibur,セグレイブ,600,115,145,92,75,86,87,"dragon,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/998.png,generation-ix,2,False,False
999,gimmighoul,コレクレー,300,45,30,70,75,70,10,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/999.png,generation-ix,0,False,False
1000,gholdengo,サーフゴー,550,87,60,95,133,91,84,"steel,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1000.png,generation-ix,1,False,False
