id,name_en,name_ja,base_stat_total,hp,attack,defense,special-attack,special-defense,speed,types,sprite_url,generation,evolution_stage,is_legendary,is_mythical,total_score_en,total_score_ja
942,maschiff,オラチフ,340,60,78,60,40,51,51,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/942.png,generation-ix,0,False,False,6,16
943,mabosstiff,マフィティフ,505,80,120,90,60,70,85,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/943.png,generation-ix,1,False,False,8,18
944,shroodle,シルシュルー,290,40,65,35,40,35,75,"poison,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/944.png,generation-ix,0,False,False,8,13
945,grafaiai,タギングル,485,63,95,65,80,72,110,"poison,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/945.png,generation-ix,1,False,False,5,17
946,bramblin,アノクサ,275,40,65,30,45,35,60,"grass,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/946.png,generation-ix,0,False,False,9,20
947,brambleghast,アノホラグサ,480,55,115,70,80,70,90,"grass,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/947.png,generation-ix,1,False,False,12,32
948,toedscool,ノノクラゲ,335,40,40,35,50,100,70,"ground,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/948.png,generation-ix,0,False,False,7,24
949,toedscruel,リククラゲ,515,80,70,65,80,120,100,"ground,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/949.png,generation-ix,1,False,False,8,19
950,klawf,ガケガニ,450,70,100,115,35,55,75,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/950.png,generation-ix,0,False,False,4,20
951,capsakid,カプサイジ,304,50,62,40,62,40,50,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/951.png,generation-ix,0,False,False,7,20
952,scovillain,スコヴィラン,486,65,108,65,108,65,75,"grass,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/952.png,generation-ix,1,False,False,8,17
953,rellor,シガロコ,270,41,50,60,31,58,30,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/953.png,generation-ix,0,False,False,4,19
954,rabsca,ベラカス,470,75,50,85,115,100,45,"bug,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/954.png,generation-ix,1,False,False,6,20
955,flittle,ヒラヒナ,255,30,35,30,55,30,75,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/955.png,generation-ix,0,False,False,7,16
956,espathra,クエスパトラ,481,95,60,60,101,60,105,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/956.png,generation-ix,1,False,False,7,27
957,tinkatink,カヌチャン,297,50,45,45,35,64,58,"fairy,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/957.png,generation-ix,0,False,False,10,12
958,tinkatuff,ナカヌチャン,380,65,55,55,45,82,78,"fairy,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/958.png,generation-ix,1,False,False,8,18
959,tinkaton,デカヌチャン,506,85,75,77,70,105,94,"fairy,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/959.png,generation-ix,2,False,False,8,17
960,wiglett,ウミディグダ,245,10,55,25,35,25,95,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/960.png,generation-ix,0,False,False,6,22
961,wugtrio,ウミトリオ,425,35,100,50,50,70,120,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/961.png,generation-ix,1,False,False,6,17
962,bombirdier,オトシドリ,485,70,103,85,60,85,82,"flying,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/962.png,generation-ix,0,False,False,7,20
963,finizen,ナミイルカ,315,70,45,40,45,40,75,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/963.png,generation-ix,0,False,False,7,19
964,palafin-zero,イルカマン,457,100,70,72,53,62,100,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/964.png,generation-ix,-1,False,False,10,18
965,varoom,ブロロン,300,45,70,63,30,45,47,"steel,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/965.png,generation-ix,0,False,False,2,15
966,revavroom,ブロロローム,500,80,119,90,54,67,90,"steel,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/966.png,generation-ix,1,False,False,7,27
967,cyclizar,モトトカゲ,501,70,95,65,85,65,121,"dragon,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/967.png,generation-ix,0,False,False,7,26
968,orthworm,ミミズズ,480,70,85,145,60,55,65,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/968.png,generation-ix,0,False,False,6,12
969,glimmet,キラーメ,350,48,35,42,105,60,60,"rock,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/969.png,generation-ix,0,False,False,6,18
970,glimmora,キラフロル,525,83,55,90,130,81,86,"rock,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/970.png,generation-ix,1,False,False,6,19
971,greavard,ボチ,290,50,61,60,30,55,34,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/971.png,generation-ix,0,False,False,6,8
972,houndstone,ハカドッグ,488,72,101,100,50,97,68,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/972.png,generation-ix,1,False,False,11,23
973,flamigo,カラミンゴ,500,82,115,74,75,64,90,"flying,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/973.png,generation-ix,0,False,False,5,21
974,cetoddle,アルクジラ,334,108,68,45,30,40,43,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/974.png,generation-ix,0,False,False,8,21
975,cetitan,ハルクジラ,521,170,113,65,45,55,73,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/975.png,generation-ix,1,False,False,8,21
976,veluza,ミガルーサ,478,90,102,73,78,65,70,"water,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/976.png,generation-ix,0,False,False,5,21
977,dondozo,ヘイラッシャ,530,150,100,115,65,65,35,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/977.png,generation-ix,0,False,False,8,15
978,tatsugiri-curly,シャリタツ,475,68,50,60,120,95,82,"dragon,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/978.png,generation-ix,-1,False,False,10,13
979,annihilape,コノヨザル,535,110,115,80,50,90,90,"fighting,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/979.png,generation-ix,2,False,False,6,25
980,clodsire,ドオー,430,130,75,60,45,100,20,"poison,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/980.png,generation-ix,1,False,False,7,16
981,farigiraf,リキキリン,520,120,90,70,110,70,60,"normal,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/981.png,generation-ix,1,False,False,3,9
982,dudunsparce-two-segment,ノココッチ,520,125,100,80,85,75,55,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/982.png,generation-ix,-1,False,False,22,18
983,kingambit,ドドゲザン,550,100,135,120,60,85,50,"dark,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/983.png,generation-ix,2,False,False,7,25
984,great-tusk,イダイナキバ,570,115,131,131,53,53,87,"ground,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/984.png,generation-ix,0,False,False,8,26
985,scream-tail,サケブシッポ,570,115,65,99,65,115,111,"fairy,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/985.png,generation-ix,0,False,False,10,22
986,brute-bonnet,アラブルタケ,570,111,127,99,79,99,55,"grass,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/986.png,generation-ix,0,False,False,9,29
987,flutter-mane,ハバタクカミ,570,55,55,55,135,135,135,"ghost,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/987.png,generation-ix,0,False,False,8,30
988,slither-wing,チヲハウハネ,570,85,135,79,85,105,81,"bug,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/988.png,generation-ix,0,False,False,8,26
989,sandy-shocks,スナノケガワ,570,85,81,97,121,85,101,"electric,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/989.png,generation-ix,0,False,False,10,31
990,iron-treads,テツノワダチ,570,90,112,120,72,70,106,"ground,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/990.png,generation-ix,0,False,False,8,27
991,iron-bundle,テツノツツミ,570,56,80,114,124,60,136,"ice,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/991.png,generation-ix,0,False,False,9,20
992,iron-hands,テツノカイナ,570,154,140,108,50,68,50,"fighting,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/992.png,generation-ix,0,False,False,9,26
993,iron-jugulis,テツノコウベ,570,94,80,86,122,80,108,"dark,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/993.png,generation-ix,0,False,False,11,25
994,iron-moth,テツノドクガ,570,80,70,60,140,110,110,"fire,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/994.png,generation-ix,0,False,False,7,28
995,iron-thorns,テツノイバラ,570,100,134,110,70,84,72,"rock,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/995.png,generation-ix,0,False,False,12,27
996,frigibax,セビエ,320,65,75,45,35,45,55,"dragon,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/996.png,generation-ix,0,False,False,8,11
997,arctibax,セゴール,423,90,95,66,45,65,62,"dragon,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/997.png,generation-ix,1,False,False,9,18
998,baxcalibur,セグレイブ,600,115,145,92,75,86,87,"dragon,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/998.png,generation-ix,2,False,False,10,18
999,gimmighoul,コレクレー,300,45,30,70,75,70,10,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/999.png,generation-ix,0,False,False,4,20
1000,gholdengo,サーフゴー,550,87,60,95,133,91,84,"steel,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1000.png,generation-ix,1,False,False,7,26
